Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,20250225_Lipids_Blank_pos_03,20250225_Lipids_Blank_pos_04,20250225_Lipids_LC_pos_01,20250225_Lipids_LC_pos_02,20250225_Lipids_LC_pos_03,20250225_Lipids_LC_pos_04,20250225_Lipids_LC_pos_05,20250225_Lipids_LC_pos_06,20250225_Lipids_LC_pos_07,20250225_Lipids_LC_pos_08,20250225_Lipids_LC_pos_09,20250225_Lipids_LC_pos_10,20250225_Lipids_LC_pos_11,20250225_Lipids_LC_pos_12,20250225_Lipids_LC_pos_13,20250225_Lipids_LC_pos_14
1695,4.284,323.34244,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1695,0,0,null,null,null,null,null,null,null,57785.61,20250225_Lipids_LC_pos_11,323.34244:1113384 324.34711:223282 325.35177:31226,77.54099:4277 85.92038:3539 88.65676:3493 124.72554:3768 153.75337:4090 173.51398:4749 297.50851:4407 323.34198:90994,0,0,0,0,210496,317628,168954,0,0,9523,7684601,3342071,16278012,1008712,2182001,2715094
1696,3.553,323.34277,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1696,0,0,null,null,null,null,null,null,null,6510.9,20250225_Lipids_LC_pos_11,323.34277:14445 324.34744:3245 325.35211:0,null,0,0,0,0,0,0,0,0,0,0,96485,17181,104964,0,0,0
1697,1.102,324.07306,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1697,0,0,null,null,null,null,null,null,null,43699.83,20250225_Lipids_LC_pos_13,324.07306:68893 325.07773:0 326.08239:0,null,0,0,0,76298,0,0,0,0,38901,169590,0,64794,0,321605,512976,320798
1698,0.986,324.08347,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1685,1,0,null,null,null,null,null,null,null,33725.63,20250225_Lipids_LC_pos_04,324.08347:43262 325.08813:0 326.09280:0,null,0,0,0,0,159453,220362,17121,0,0,0,0,0,227684,0,0,0
1699,1.747,324.13614,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1699,0,0,null,null,null,null,null,null,null,47.15,20250225_Lipids_LC_pos_04,324.13614:104209 325.14081:0 326.14547:82639,null,3912,5304,2369,3179,82267,321593,0,6346,0,0,136059,12361,32798,8275,0,0
1700,1.044,324.13641,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1700,0,0,null,null,null,null,null,null,null,368.83,20250225_Lipids_LC_pos_03,324.13641:1126276 325.14108:198020 326.14575:1266331,62.27163:3998 69.63462:3486 94.76052:3594 222.41301:4450 276.75864:3795,2300,11153,146789,167539,6755278,4319085,795164,3360,0,122153,0,0,104309,22547,28948,10588
1701,0.802,324.20325,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1701,0,0,null,null,null,null,null,null,null,8.42,20250225_Lipids_LC_pos_07,324.20325:27850 325.20791:0 326.21258:15432,null,2280,2292,46832,33166,6443,1910,3885,26192,123317,54790,12827,7280,0,18313,14691,46616
1702,2.105,324.23236,Unknown,[M+H]+,null,0.25,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1702,0,0,null,null,null,null,null,null,null,10702.1,20250225_Lipids_LC_pos_04,324.23236:213360464 325.23703:55019703 326.24170:368000128,55.05426:10590 62.21311:9821 63.68483:9191 67.05415:86576 81.06977:168904 83.08540:20859 95.08543:159110 97.10124:10840 108.84236:8888 109.10108:113107 123.11691:34238 145.05353:9085 146.06046:10491 159.06796:128382 160.07565:955526 165.16452:19254 172.07573:183630 173.51660:17468 183.06842:10499 184.07631:68835 185.08368:72678 186.09137:57061 191.44942:9967 198.09142:512035 199.09900:15623 210.15482:11494 211.09947:10679 212.10736:11424 225.11472:30553 226.12219:20460 324.23221:5743163,14909,14105,21121,8951,618845160,1874995119,102990922,884553,1320478,1936739,116538146,59450297,175655292,208265,876965,256730
1703,1.781,324.23239,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1703,0,0,null,null,null,null,null,null,null,26.08,20250225_Lipids_LC_pos_08,324.23239:141437 325.23706:32097 326.24173:0,null,9755,10100,21828,13258,24636161,19857174,7395718,502349,967878,1493618,1938791,576321,1863396,556521,1263921,627703
1704,2.801,324.23248,Unknown,[M+H]+,null,0.25,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1704,0,0,null,null,null,null,null,null,null,12.48,20250225_Lipids_LC_pos_13,324.23248:48933 325.23715:5476 326.24182:0,null,15660,17668,10090,474232,896517,2030047,188485,241394,93707,163636,559804,231132,399624,176136,475036,305893
1705,5.772,324.23251,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1705,0,0,null,null,null,null,null,null,null,24.2,20250225_Lipids_LC_pos_02,324.23251:52448 325.23718:11271 326.24185:0,null,7604,19210,15303,584702,76838,94315,46148,21099,14555,7684,40034,37075,56817,20285,27642,47396
1706,0.853,324.23846,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1706,0,0,null,null,null,null,null,null,null,5.11,20250225_Lipids_LC_pos_14,324.23846:15985 325.24313:7322 326.24780:0,null,11523,5271,64241,72494,0,13824,10938,44378,0,134859,0,0,0,179914,171119,80865
1707,2.439,324.28998,Unknown,[M+H]+,null,0.81,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1707,0,0,null,null,null,null,null,null,null,39.9,20250225_Lipids_LC_pos_02,324.28998:128996 325.29465:27800 326.29931:0,63.18747:3658 72.05431:4275 98.21245:4617 112.89588:6276 114.89270:6149 185.83353:4144 236.23648:37860 311.51389:4075,2319,0,2195,1667942,690316,1249645,225147,406539,506463,898743,1193381,835998,978316,1294309,1049162,1152041
1708,2.966,324.28998,Unknown,[M+H]+,null,0.13,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1708,0,0,null,null,null,null,null,null,null,51.62,20250225_Lipids_LC_pos_07,324.28998:151322 325.29465:35581 326.29931:6274,52.48606:3574 57.77368:3718 73.83112:4694 84.33076:4174 114.89273:8399 137.89487:4180 252.26776:8893 264.26840:30698 277.21835:4277 284.72516:3905,4720,2711,7729,105024,37399,65087,29847,134961,2418628,178277,50186,79826,170417,209084,1450407,123989
1709,1.421,324.29004,Unknown,[M+H]+,null,0.19,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1709,0,0,null,null,null,null,null,null,null,43.46,20250225_Lipids_LC_pos_08,324.29004:293871 325.29471:0 326.29937:0,null,2545,2503,4684,4354,0,0,0,1080358,919097,2356207,0,0,0,0,0,0
1710,7.463,324.32629,Unknown,[M+H]+,null,0.81,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1710,0,0,null,null,null,null,null,null,null,8.13,20250225_Lipids_LC_pos_02,324.32629:36728 325.33096:4640 326.33563:6753,null,2258,0,84606,260171,130234,238100,46945,101377,76475,156549,150456,116590,149239,195113,229086,152586
1711,4.515,324.33759,Unknown,[M+H]+,null,0.44,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1711,0,0,null,null,null,null,null,null,null,3253.22,20250225_Lipids_LC_pos_12,324.33759:306706 325.34225:59972 326.34692:5878,77.50127:4387 81.09016:3618 83.89354:4271 84.58290:3649 92.21199:3647 112.89547:7936 114.89307:9239 121.85570:4327 181.28456:4362 184.10117:3838 315.46960:4412 324.33722:27656,0,0,343605,324780,30170,247243,11476,257539,285823,209631,119813,163282,200527,4576092,434596,309012
1712,2.194,324.5683,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1712,0,0,null,null,null,null,null,null,null,13585.13,20250225_Lipids_LC_pos_11,324.56830:20194 325.57297:0 326.57763:0,null,0,0,0,0,561238,663091,35845,0,0,0,34386,10531,103793,0,0,0
1713,10.566,324.71127,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1713,0,0,null,null,null,null,null,null,null,4.38,20250225_Lipids_LC_pos_05,324.71127:19843 325.71594:0 326.72061:0,null,140379,174349,94652,139035,83626,54061,164172,31493,26219,0,145514,155768,220055,229173,96883,124041
1714,14.778,324.71146,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1714,0,0,null,null,null,null,null,null,null,3.87,20250225_Lipids_LC_pos_05,324.71146:17231 325.71612:0 326.72079:0,null,230458,121650,131342,281699,93988,101418,205436,0,41170,0,173530,123911,178891,0,22579,35649
1715,9.932,324.71158,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1715,0,0,null,null,null,null,null,null,null,1.83,20250225_Lipids_LC_pos_12,324.71158:34561 325.71625:0 326.72091:0,null,132478,130388,163537,200306,98109,162462,232111,78869,131278,51430,135163,113886,217283,249449,210948,212737
1716,11.198,324.71167,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1716,0,0,null,null,null,null,null,null,null,3.09,20250225_Lipids_LC_pos_07,324.71167:12733 325.71634:0 326.72101:0,null,212086,102122,101148,298266,109937,106672,252580,35160,60888,38567,94154,232454,242624,67972,121747,76625
1717,13.257,324.71167,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1717,0,0,null,null,null,null,null,null,null,7.2,20250225_Lipids_LC_pos_09,324.71167:42398 325.71634:0 326.72101:0,null,164469,144552,192915,159767,0,0,57888,0,0,0,246174,127069,218610,0,0,0
1718,11.887,324.71207,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1718,0,0,null,null,null,null,null,null,null,3.09,20250225_Lipids_LC_pos_05,324.71207:35428 325.71673:0 326.72140:0,null,206784,204297,233913,207763,109885,44065,160188,0,0,0,119674,88843,199390,12658,0,17769
1719,0.794,325.06793,Unknown,[M+H]+,null,0.56,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1719,0,0,null,null,null,null,null,null,null,329.8,20250225_Lipids_LC_pos_11,325.06793:4365083 326.07260:0 327.07727:0,70.06487:24775 72.25388:3863 81.80662:3838 82.06480:17595 90.03704:6176 94.06474:5925 94.98318:4089 95.07284:8656 100.02131:13728 102.63663:4685 114.89333:3816 128.05275:268061 137.00555:5996 146.02699:68219 172.04280:140516 173.51521:9335 180.04852:8384 190.03229:67988 206.03090:9649 287.57272:4176 325.07047:9061,0,8368,0,0,552562,628372,116271,0,8182,8006,8972244,5862766,15456464,445157,2319072,596077
1720,0.981,325.10483,Unknown,[M+H]+,null,0.63,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1720,0,0,null,null,null,null,null,null,null,23.26,20250225_Lipids_LC_pos_02,325.10483:142336 326.10950:38162 327.11416:300808,null,76935,91594,1134594,1410116,408438,708155,217747,671474,449718,873825,87897,46672,64331,522464,446165,976432
1721,14.344,325.10504,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1721,0,0,null,null,null,null,null,null,null,3.32,20250225_Lipids_LC_pos_07,325.10504:15868 326.10971:0 327.11438:0,null,51013,47630,46129,82046,33417,80810,66799,9873,47471,0,47563,41681,43936,32280,20588,65254
1722,6.382,325.10507,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1722,0,0,null,null,null,null,null,null,null,5.84,20250225_Lipids_LC_pos_06,325.10507:30631 326.10974:0 327.11441:0,null,31746,64036,59173,75624,76334,89778,44475,156397,57479,80635,47742,55633,19431,39206,29305,56625
1723,0.79,325.1127,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1723,0,0,null,null,null,null,null,null,null,8.53,20250225_Lipids_Blank_pos_04,325.11270:48886 326.11737:0 327.12204:4978,null,248198,307184,117177,60296,3456,62564,128211,38638,156270,157708,874,62012,81482,711324,45958,32277
1724,0.917,325.14142,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1724,0,0,null,null,null,null,null,null,null,16.36,20250225_Lipids_LC_pos_02,325.14142:189404 326.14609:86850 327.15075:130591,null,40903,28015,1044473,1317119,1169657,442628,59656,448229,225556,516958,0,0,0,731966,516421,529862
1725,1.3,325.14413,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1725,0,0,null,null,null,null,null,null,null,10.53,20250225_Lipids_LC_pos_13,325.14413:85245 326.14880:0 327.15347:0,null,12755,10550,35961,308544,2870848,0,0,104163,85317,214143,0,118256,145850,252297,541334,131471
1726,5.743,325.18588,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1726,0,0,null,null,null,null,null,null,null,4.86,20250225_Lipids_LC_pos_02,325.18588:28403 326.19055:0 327.19522:59402,null,62695,159427,86992,184018,138362,95875,117602,165878,151776,224304,85864,39550,183770,48130,61055,159184
1727,0.799,325.18631,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1727,0,0,null,null,null,null,null,null,null,4.28,20250225_Lipids_LC_pos_05,325.18631:44476 326.19098:0 327.19565:99515,null,126722,125770,203594,98801,135578,79268,234615,124437,69524,80280,118346,1546,76052,91854,109320,156789
1728,14.309,325.22165,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1728,0,0,null,null,null,null,null,null,null,1.18,20250225_Lipids_LC_pos_06,325.22165:30119 326.22632:0 327.23098:0,null,34045,49879,44885,32107,72073,66646,16307,42479,16914,0,65390,83235,21804,31537,47043,31371
1729,0.982,325.22772,Unknown,[M+H]+,null,0.31,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1729,0,0,null,null,null,null,null,null,null,28.92,20250225_Lipids_LC_pos_07,325.22772:940663 326.23239:199245 327.23706:0,84.08073:6962 86.09052:5148 86.09620:93631 91.05401:51502 113.83611:4280 233.16502:24620,41601,48025,31245,9344,738859,37560,125220,19098,7770244,1835403,0,0,0,0,302482,19108
1730,0.88,325.23337,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1730,0,0,null,null,null,null,null,null,null,56.25,20250225_Lipids_LC_pos_01,325.23337:184719 326.23804:0 327.24270:0,null,0,0,794459,5740,730913,0,0,17715,7574978,183436,0,0,0,16601,139919,0
1731,1.953,325.23584,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1731,0,0,null,null,null,null,null,null,null,56.43,20250225_Lipids_LC_pos_09,325.23584:245927 326.24051:14545 327.24518:0,null,0,0,0,2645,18309460,20065633,3759488,1460,9248,9723,1808395,783452,2743490,9679,42857,30984
1732,10.402,325.2738,Unknown,[M+H]+,null,0.38,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1732,0,0,null,null,null,null,null,null,null,14.79,20250225_Lipids_LC_pos_08,325.27380:227303 326.27847:0 327.28314:0,null,0,2833,1848,0,362933,346261,107834,626939,748886,1229271,0,2164,5943,0,0,0
1733,11.353,325.27393,Unknown,[M+H]+,null,0.31,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1733,0,0,null,null,null,null,null,null,null,12.31,20250225_Lipids_LC_pos_04,325.27393:69719 326.27859:28120 327.28326:0,null,2149,0,0,5622,227483,486524,109660,158827,165154,613955,0,0,0,0,0,0
1734,4.78,325.32138,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1734,0,0,null,null,null,null,null,null,null,9.41,20250225_Lipids_LC_pos_08,325.32138:16265 326.32605:0 327.33072:14973,null,0,0,0,2505,0,0,0,2042,2007,181297,0,0,0,0,0,0
1735,2.34,325.32138,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1735,0,0,null,null,null,null,null,null,null,187.24,20250225_Lipids_LC_pos_08,325.32138:644870 326.32605:156138 327.33072:23502,55.46832:4056 62.92981:4218 72.08038:47763 89.10717:4460 89.35364:4489 106.82600:4202 124.49821:4008 162.32422:3888 209.47849:3806 286.23154:3949 308.29462:37646 325.32169:9560,0,0,0,0,1303273,2327692,281134,3855902,7384384,10058743,23331,3184,77376,2335,22302,0
1736,2.604,325.32166,Unknown,[M+H]+,null,0.06,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1736,0,0,null,null,null,null,null,null,null,97.22,20250225_Lipids_LC_pos_01,325.32166:72908 326.32632:12947 327.33099:0,54.64952:3612 71.15488:3852 112.89571:4423 180.79105:3653 208.88498:4120 233.88942:3824 238.40919:3937 298.97748:4004 325.32199:8247,0,0,848127,3040,14880,35120,8025,171314,329308,429240,0,0,0,32944,37508,13350
1737,6.653,325.32196,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1737,0,0,null,null,null,null,null,null,null,7.25,20250225_Lipids_LC_pos_12,325.32196:13167 326.32663:0 327.33130:0,null,0,0,0,0,0,0,0,0,0,2305,0,1384,0,90949,0,3648
1738,1.762,326.06668,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1738,0,0,null,null,null,null,null,null,null,17231.69,20250225_Lipids_LC_pos_09,326.06668:15169 327.07135:0 328.07602:0,null,0,0,0,3645,0,0,0,0,2394,0,132680,0,0,0,6050,0
1739,0.912,326.1391,Unknown,[M+H]+,null,0.19,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1739,0,0,null,null,null,null,null,null,null,82.6,20250225_Lipids_LC_pos_07,326.13910:175568 327.14377:0 328.14843:0,67.51295:3916 72.04420:15899 86.09621:26349 86.53352:3765 87.09955:8177 91.05400:12719 95.42363:3777 125.14683:3962 135.59940:4270 173.51622:7239 209.09641:16035 234.16748:4555 282.99567:4458,3360,0,6499,150962,0,0,0,4263,1628536,789762,0,0,0,0,549176,6465
1740,1.059,326.15189,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1740,0,0,null,null,null,null,null,null,null,589.08,20250225_Lipids_LC_pos_11,326.15207:3392517 327.15674:775108 328.16140:0,57.14569:3815 59.04926:3908 66.95808:4081 86.97944:3847 105.06849:3852 156.81177:3936,0,0,0,0,12960511,259511,48808,3477,3361,0,8260603,3394798,12646897,0,4273,0
1741,2.274,326.17831,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1741,0,0,null,null,null,null,null,null,null,34.72,20250225_Lipids_LC_pos_03,326.17831:115593 327.18298:0 328.18765:0,null,14247,7412,11496,9894,428692,1186063,3133,3721,11330,5364,41779,16394,57420,4185,10829,5850
1742,2.352,326.21194,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1742,0,0,null,null,null,null,null,null,null,15.38,20250225_Lipids_LC_pos_11,326.21194:114955 327.21661:0 328.22128:299839,null,91345,41176,49437,882015,139788,484291,2188,81828,49807,51480,544686,258941,817088,102591,85158,114822
1743,0.87,326.21768,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1743,0,0,null,null,null,null,null,null,null,4.64,20250225_Lipids_LC_pos_13,326.21768:78305 327.22235:0 328.22702:89296,null,37279,35904,129504,176935,0,236733,231392,177183,90553,247250,0,0,0,220798,444470,195594
1744,0.75,326.23297,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1744,0,0,null,null,null,null,null,null,null,4.75,20250225_Lipids_LC_pos_07,326.23297:52870 327.23764:0 328.24231:51941,null,11010,3857,120693,19228,11871,7021,26876,18261,101136,59487,16185,4718,24027,70346,68606,84399
1745,2.192,326.24765,Unknown,[M+H]+,null,0.75,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1745,0,0,null,null,null,null,null,null,null,9111.43,20250225_Lipids_LC_pos_04,326.24765:331099808 327.25232:83282688 328.25699:8874954,58.01946:20603 59.85811:22391 101.23458:19726 108.81226:21901 135.69426:21778 155.12097:24081 159.06790:153267 160.00121:25169 161.07848:33062 172.07573:326143 173.08363:38738 186.09048:33838 209.64731:21924 298.59052:21105 326.24799:17188096,2912,2007,1916,2339,3522487533,4156098439,623893499,4095936,9297251,9474710,206077260,99970299,310656687,1079301,3446913,1366076
1746,12.858,326.24805,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1746,0,0,null,null,null,null,null,null,null,8.54,20250225_Lipids_LC_pos_03,326.24805:549030 327.25271:113552 328.25738:44870,null,6098,8291,3212,2807,445335,38799,6410,0,0,6333,6502,0,0,0,0,7507
1747,3.02,326.24829,Unknown,[M+H]+,null,0.38,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1747,0,0,null,null,null,null,null,null,null,186.89,20250225_Lipids_LC_pos_03,326.24829:13906044 327.25296:3500390 328.25763:40259332,50.32875:3629 69.02721:3936 69.11649:4083 112.89530:3675 149.22411:3813 150.45125:4255 172.07553:4778 185.08304:6199 326.24802:639649 326.37784:55092,4796,0,0,1713,149228632,164103346,20975954,406300,602725,715292,14264595,8402732,24095245,56026,176576,58830
1748,11.265,326.28802,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1748,0,0,null,null,null,null,null,null,null,26.59,20250225_Lipids_LC_pos_11,326.28802:44258 327.29269:8973 328.29736:0,null,0,0,0,0,0,0,0,0,0,0,226177,51120,326390,0,83844,0
1749,3.447,326.30573,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1749,0,0,null,null,null,null,null,null,null,12.65,20250225_Lipids_LC_pos_07,326.30573:47486 327.31039:0 328.31506:0,null,0,0,0,0,0,7483,0,1254,586670,91837,0,0,0,73590,28371,22230
1750,2.229,326.31952,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1750,0,0,null,null,null,null,null,null,null,7.08,20250225_Lipids_LC_pos_09,326.31952:15383 327.32419:0 328.32885:0,null,0,0,0,0,486444,1797172,26581,22632,31159,86035,68412,16608,116396,0,0,0
1751,7.623,326.3418,Unknown,[M+H]+,null,0.5,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1751,0,0,null,null,null,null,null,null,null,9.63,20250225_Lipids_LC_pos_08,326.34180:83818 327.34646:13519 328.35113:0,53.05512:3832 56.17081:4328 109.85047:4098 112.89532:4431 148.62912:7768 326.34225:10997,2161,3111,133422,143636,96956,117942,19340,139466,178744,723564,43211,29243,117641,327174,123942,94850
1752,8.333,326.3421,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1752,0,0,null,null,null,null,null,null,null,7.14,20250225_Lipids_LC_pos_12,326.34210:13172 327.34677:3613 328.35144:0,null,2989,0,38784,62887,27902,26928,3295,13226,5038,31006,21729,19912,21601,122598,51722,29983
1753,5.117,326.37842,Unknown,[M+H]+,null,0.06,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1753,0,0,null,null,null,null,null,null,null,5.66,20250225_Lipids_LC_pos_08,326.37842:25518 327.38309:3380 328.38775:0,null,3624,2035,41575,68444,5883,57270,7642,42329,180518,402839,123905,67312,83527,98446,90664,53455
1754,2.909,326.37845,Unknown,[M+H]+,null,0.88,TRUE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,1754,0,0,null,null,null,null,null,null,null,446.84,20250225_Lipids_LC_pos_08,326.37845:5656374 327.38312:1302710 328.38778:141578,50.76840:3782 57.59779:3772 86.80173:4052 89.19292:4906 112.89500:7175 126.08501:3764 186.22127:19238 193.92694:4190 326.37839:518768,1891,5735,7399626,6283392,18021198,34660990,9596388,10741851,29200894,72397014,5215943,1937899,5596116,11259427,8958279,4840446
